SOURCE_ID,ra,dec,parallax,pmra,pmdec,pmra_error,pmdec_error,ruwe,astrometric_excess_noise_sig,astrometric_gof_al,visibility_periods_used,phot_bp_rp_excess_factor,bp_rp,phot_g_mean_mag
3950061081166646016,182.30707950855188,18.64088334578601,0.1501620007128784,1.356349757350226,-4.428412507980645,0.06892192,0.06641746,0.9740022,0.0,-0.617921,17,1.1930416,0.7518387,16.827898
3950061321684855680,182.2578639154983,18.65635948575374,0.6457740634368465,7.455796083138288,-17.16447395261613,0.5602781,0.35574633,0.955878,0.0,-0.89186263,14,1.4827988,1.8480911,19.526943
3950061325980058368,182.26092841316887,18.657268083689235,1.175804471061556,7.07447519533045,-16.84064071464029,0.015533736,0.014805028,1.0514847,0.0,1.2341913,15,1.2093672,0.9144592,13.095556
3950061360339796864,182.2771588597967,18.651043814441067,0.16936014059956345,-0.10482760033746479,-0.4455399635718499,0.5474629,0.43312517,0.9622929,0.0,-0.80097264,16,1.2761214,0.7484188,19.625525
3950061360339796992,182.28145163738435,18.655807629537545,1.3737282365292405,14.488698401176865,-0.2649653580300403,0.10472058,0.088065065,1.0201395,0.8667669,0.5110905,17,1.3576651,1.9075718,17.46626
3950062219333229184,182.00995751625166,18.44653358446939,-0.08202935126659588,2.8744925105598615,-2.238392796716632,0.65009487,0.31674203,1.0399953,0.709003,0.9553159,18,1.3284848,0.907938,19.96651
3950064104823579904,182.02704972220945,18.49270582301148,0.15699267339402648,3.5232491760669675,-9.208468917046389,0.14171992,0.09773272,0.99333984,0.0,-0.14202052,17,1.1956115,0.8011646,18.148172
3950064242262534784,182.0714373390795,18.496214882263285,-0.09573120931589044,1.956605624093052,-0.24320647210748192,1.8071363,1.357047,1.140524,1.0759321,2.3312833,11,1.49131,1.3473358,20.713087
3950064448420972672,182.0820088684907,18.51976349225637,-0.11894866823379471,-0.7876080317424088,-5.7330037644282665,0.47377193,0.24676733,1.0369775,1.231086,0.8750828,15,1.1580983,0.6880989,19.445517
3950064452716224384,182.07020520802513,18.52848856103521,1.3562948343792685,-4.841981416001457,-9.1077407151779,0.070548564,0.053697433,0.99314415,0.0,-0.13861291,16,1.2808223,1.6553755,16.828709
3950064723298888832,182.05205446211184,18.549793698162475,1.0500518804820318,4.575790488256971,-9.053046385222943,0.29186797,0.17537108,1.0095251,0.0,0.25321954,16,1.3393505,1.7381592,19.032808
3950064963817050752,182.01414934903514,18.530763899748962,1.039209244292934,0.5123564628752283,-2.095391504888464,0.20704104,0.13452701,0.9547211,0.0,-1.0827693,17,1.2846028,1.8647938,18.635437
3950065479213133568,182.0505096976525,18.552399795117594,0.28282381355258374,3.2244387732978543,-10.465221894830236,0.66396964,0.3334432,1.0869477,1.8664583,2.0063703,15,1.2209029,0.8185425,19.807844
3950065655307129600,182.01401175185305,18.55908598899343,-1.0610328217242921,-5.0904829632661945,-0.05641115830065784,1.9520307,1.2272977,1.0796082,0.68184096,1.3179291,11,1.5386846,1.2653103,20.717394
3950065724026785920,182.0031575049292,18.570023602020925,0.2506272337640195,-2.2857263300028627,0.905340406513987,0.7721564,0.3741191,1.097169,0.96211374,2.1772516,17,1.2397672,1.5433064,19.970724
3950065788450866432,182.0352610317456,18.58006873285766,0.8063076806455078,-1.619424006094298,-3.8822771003758874,1.0013824,0.48312798,1.0305036,0.9099435,0.69007003,15,1.3684347,2.0447216,20.16558
3950065788450867072,182.03482457383814,18.58660797486,-1.1919313089005517,-3.804175613567319,-5.482366503135443,0.9774648,0.7302256,1.074034,0.4155826,1.5316443,14,1.5875558,1.7204323,20.49714
3950065822810527872,182.0102344454676,18.586904152780015,-0.07270607848390122,-8.622182223838406,-6.626821448120074,0.36735493,0.18927722,1.0206051,0.05711573,0.50670815,16,1.2407422,0.92617416,19.140478
3950068816402998016,182.00709749839794,18.599631533812758,0.7220130742073443,-3.166590751157488,-6.1266476882492675,0.034385126,0.025401654,1.0299727,0.7972508,0.74118274,17,1.2011895,0.7853136,15.28476
3950070427015459840,182.13520273908782,18.555069326437767,0.21950150220045184,-6.077540286678729,1.2712231655910955,0.5097564,0.24039882,0.93998694,1.2185707e-15,-1.3855373,17,1.2307546,1.3524437,19.502798
3950070500029454848,182.12446111052887,18.56108722902671,1.5488051195641734,1.689054879033086,-9.8143050058001,0.51583177,0.26306602,1.0084966,0.5791086,0.22271517,17,1.455551,2.7501717,19.520718
3950070500030178176,182.1221137615963,18.56682463468667,-0.08871974618091039,-0.8605293529733361,-2.619377002506383,0.74453235,0.347539,0.9900355,0.01707839,-0.19184735,17,1.1427994,0.6901951,20.014545
3950070534389916928,182.1281385495123,18.57480674578106,-0.026149613085805,-2.1450942395559753,-5.605065409850166,0.21104968,0.14542729,1.090404,0.44650307,2.169692,18,1.2048218,0.7081375,18.692062
3950070603109392896,182.0956278447836,18.557086058041442,2.0801458085802365,-22.813505171801435,-24.297432476576915,0.05023394,0.03832373,1.0581586,0.22772875,1.3601035,16,1.3192286,1.8721476,16.15723
3950070633173892608,182.07630687983024,18.564155261660392,0.9214603690053889,-4.331723334635285,-15.602406223310176,0.6131618,0.3767344,0.9812514,0.0,-0.40140355,16,1.3569875,2.2666893,20.075937
3950070633173895424,182.0788035738835,18.569899127717612,-0.09949693607987717,-3.4950912087618504,-4.90749303001432,0.6318491,0.32157168,0.9590428,0.0,-0.88856894,15,1.2808406,0.6408348,19.836346
3950070839332325760,182.14848421628744,18.568780584625916,1.5527233628241273,7.7577911614105295,-11.027741860195388,0.3770451,0.2159415,1.1014372,1.9983412,2.3221347,18,1.3178792,2.2540703,19.12976
3950071045490763776,182.16065765851215,18.602985890340985,0.8595084538214631,0.5920127683531583,6.717695625715817,0.23095377,0.1674058,1.0258343,0.42185798,0.64002365,18,1.352212,1.9772968,18.746584
3950071148569977344,182.14177910306864,18.59684890975878,0.27656480828920793,-8.254477606274907,-5.30464707968606,0.16297375,0.1116373,1.0163301,2.3283972e-15,0.42489958,18,1.2094874,0.96012115,18.31546
3950071148569978624,182.14857938245444,18.601754058047753,1.397075086517662,0.044646058223980184,-12.800866789065687,0.8379636,0.6366265,1.0168042,0.0,0.35854718,15,1.3721106,1.1360722,20.3774
3950071251649197568,182.14865817381192,18.615901908233962,2.9859850691182404,8.340032669853787,-6.66296890723335,0.20148037,0.1282781,1.0114646,0.6343604,0.28883165,18,1.4069376,2.3501968,18.35119
3950071251649243392,182.16036318998744,18.613189889604985,0.7626150341306174,-12.119658301845567,0.46927121848527814,0.91775036,0.73860127,1.0294974,0.91513747,0.6435281,15,1.9959822,1.3487797,20.34982
3950071354728416768,182.1480758442104,18.6364659409674,1.3071587094418742,-18.734167924893793,6.156359851759996,0.168689,0.114665605,1.0338318,0.10658189,0.8160617,18,1.3567427,2.0557632,18.241837
3950071359023638400,182.1507185261074,18.63685706824696,1.153106019429654,-18.109724986398017,6.7781960166160165,0.03559002,0.029297262,0.9871011,1.2345602e-15,-0.26863942,18,1.2211822,1.0517883,15.377528
3950071423447880960,182.0798321723878,18.58232422491922,0.839948270134657,2.087073756289134,-9.233793269494159,0.7428739,0.5658438,0.9347023,0.0,-1.3040773,13,1.2274,1.5768108,20.162888
3950071423447882112,182.0800858886345,18.586946195475488,-0.14348076676719657,1.8077093380982152,-8.788281287823702,0.26970127,0.17031603,1.0101279,0.0,0.26211244,15,1.188727,1.1201248,18.94041
3950071496462591104,182.0634698903301,18.59822649937118,-0.030726597825515633,-1.328833009456465,-2.425960157333476,0.1219519,0.08067724,0.9401103,0.0,-1.3639476,15,1.2229292,0.96474457,17.696991
3950071560886839552,182.0980053736916,18.604677246076534,2.1571391932531054,-5.543197898633698,-4.996736452687782,1.2395004,0.70772606,1.0790981,0.18424095,1.5603726,13,1.2720467,0.87169456,20.374254
3950071595246576512,182.0757382521974,18.597337657321805,1.835915596037846,29.518907897066622,-2.627217011024947,0.9139736,0.45008984,0.9927811,0.19603436,-0.11298566,15,1.1312139,0.22803688,20.192175
3950071599541806464,182.07498924080213,18.599024247599978,1.1388025789128435,4.295650189124733,-3.3732960529712415,0.07330669,0.052644566,0.96015954,0.0,-0.89264005,16,1.3058459,1.78689,16.857534
3950071633901544960,182.09197426361402,18.61064567368004,1.4198240201910843,-18.724009231554636,-1.1358095069967562,0.051271994,0.035466634,1.1167513,1.0560876,2.6422877,17,1.2533617,1.3652668,15.968178
3950072076282990208,182.1238224032408,18.632845311539906,0.9612232302173934,-10.397660039228635,-2.361002615596096,1.0461816,0.77170855,1.0830323,1.5608318,1.7231852,15,1.2209466,2.3415852,20.498257
3950072179362140032,182.1370405337495,18.65040950936591,-0.026822561949615374,-3.5858733985227076,-4.804115498193972,0.49577355,0.23627804,1.0356711,0.523325,0.84089345,17,1.2394376,0.8047676,19.43198
3950072316801095168,182.0861216014351,18.658839176453693,1.3321340572882656,-21.80718960536759,-6.692076077819149,0.41992888,0.23621039,1.04415,0.82461303,0.97313505,16,1.3958459,2.5063057,19.167904
3950072591678997120,182.20515101637417,18.633831816752558,-0.20423404923019897,1.454090332169654,-6.655183308491678,0.5858262,0.35887673,0.9891246,2.6561185e-15,-0.20201643,15,1.1414506,0.8586273,19.643301
3950072763477689344,182.18113674638786,18.635259751186965,-0.8143388920232664,-22.28715040541708,-10.34864337825373,1.5988632,0.99549276,1.0010657,1.6575878e-15,0.057151027,13,1.542081,1.3264332,20.662664
3950072973931341952,182.18191034696818,18.658028880715044,3.788660780710118,-21.803026879174467,-14.125091315039507,0.41994193,0.2682787,1.0444547,1.6747584,1.0011997,16,1.5096035,2.8392239,19.17407
3950073107075142400,182.23704740600263,18.65801252189326,2.7576638797096966,9.311434911597015,-61.332884621443704,0.8521607,0.7606867,0.9661939,0.0,-0.63948363,16,1.3963358,1.5468483,20.36366
3950073107076154752,182.2325270821459,18.665766674428674,0.5269807697134489,-3.9066729343070876,-9.152739216954583,0.7092629,0.63188064,0.9841347,0.0,-0.29602855,14,1.7484788,1.9276466,19.908493
3950074176522186240,182.21034571470972,18.700405252555964,0.32527719847499953,-14.109143351957723,-8.757411222707956,0.061414834,0.053970605,1.0619467,0.54884726,1.4869707,15,1.1963305,0.7856388,16.491543
3950074240946454784,182.18822123705223,18.710652646145153,-0.5805857501158088,-3.6436174212481083,-9.734940996595117,0.35062012,0.24194682,1.0575708,0.045281786,1.3075792,16,1.1666795,0.8041954,19.093092
3950074344025671808,182.20914219440857,18.7239785964889,0.2752980748966945,-7.011591666086062,-4.853797285657876,0.17213771,0.14314365,1.0499411,0.78731734,1.2024095,15,1.2386358,1.3217812,18.230984
3950074378385411328,182.21554812813187,18.729442838343985,-0.1564355596217266,-2.007355848171908,-4.379913326805055,0.8080531,0.7010443,1.0300229,0.37890837,0.66248065,16,1.1197076,0.70238113,20.25632
3950074378388772992,182.2105707755395,18.729063898719954,-3.1300189922688393,7.034375168498743,-5.920425886629646,1.5088322,1.1934049,1.0587772,0.0,0.9591193,11,1.548562,0.6260891,20.6513
3950074550184163968,182.19419841469085,18.725052700254913,2.1518662575461565,-14.746923666868303,1.7357808974091409,0.92745614,0.55897,1.0136462,0.30207437,0.3213952,15,1.7192618,2.4134102,20.23773
3950074584543843200,182.2045896744775,18.742465297241793,-0.2987777295222065,0.17585837627142892,-5.803476824798782,0.75642335,0.52701044,1.0671505,0.6150909,1.5179305,16,1.2847975,0.61237335,20.127314
3950074687623031936,182.02380110602851,18.608898189107556,0.850215330053024,-2.4610731851252203,-0.3389780321865417,1.4395857,0.8137697,0.98869497,0.0,-0.16905625,11,1.147614,0.30264282,20.591785
3950074721983469824,182.03273112899583,18.62452766083225,2.734927326523267,19.535415327187934,-44.786896397278596,1.6838486,1.8975499,0.924529,0.0,-1.0890437,11,1.6253152,1.8918877,20.71184
3950074859421731072,182.05063185140236,18.64259904679646,0.9055098753366975,-30.83578656564249,-8.740286043308732,0.175121,0.11434415,1.0377228,0.43359858,0.96171755,16,1.2800602,1.8931961,18.300552
3950074928141209600,182.05171080347563,18.65314179737062,0.54909970727941,-8.272369747888789,-7.578899243096387,1.7591369,1.014042,1.1005821,0.5598999,1.8345277,11,1.4164748,0.7358761,20.67135
3950075271738596992,182.07858466695518,18.665312260084555,0.37360747721191234,-16.53949212117223,-7.009568571584947,0.11533313,0.079962425,1.0027885,0.0,0.093793556,17,1.1977297,0.82042694,17.686628
3950075271739361024,182.0698224817612,18.66394438733164,1.4937419288177343,-18.160409798061025,-12.128399708245402,1.3089423,1.3639389,1.1105834,0.2383717,1.8640661,13,1.2793794,1.4528084,20.699173
3950075310393550464,182.05133304966634,18.667471405807532,0.12241055314184021,-12.495992079260304,-19.519148071122732,0.11996308,0.08376537,1.0368016,0.45977396,0.90568495,16,1.2149632,0.899086,17.730576
3950075340458073344,182.065414652994,18.663477228071624,0.9024958427681162,-1.7701817108824385,-3.7334421494690035,0.9828113,0.5887884,1.022067,0.32289714,0.47711203,15,1.0953141,0.80265236,20.454206
3950075340458075008,182.06882597429038,18.675964619145127,0.23273510761986452,-3.9554426929030884,-4.6358090410053645,0.35368276,0.18720429,0.97216696,0.0,-0.6148164,17,1.1857772,0.7193508,19.115175
3950075374817812608,182.08102383768366,18.671634120661366,0.2558447989767309,-6.64992620002408,-2.5628332994558516,0.17832163,0.124391906,1.0351517,0.0,0.8480519,17,1.1903011,1.091999,18.33896
3950075413472054784,182.09978530947913,18.6773946521978,0.43972424063621657,-16.65209151041338,-26.921421723824896,0.7697841,0.42088348,1.0030117,1.0845728,0.09682498,16,1.5978138,1.9470711,20.131413
3950075447832504320,182.07931678616274,18.679832519569544,0.9411775610133237,-16.350417522719418,-3.8901069734343645,0.07997451,0.061551962,0.9502928,0.0,-1.1183668,17,1.2922283,1.5939693,17.003801
3950075546616505984,182.05395361338051,18.67882229641199,0.48822055556180977,5.885100658805064,0.02032120045792853,0.5550609,0.30152887,1.0965111,1.4719247,2.1919508,16,1.3660629,2.4436302,19.632788
3950075615335983744,182.040370152095,18.685157467197858,1.6808394211430835,-7.544222099639696,-4.369847410512236,0.23642477,0.17342632,1.021963,0.3212844,0.54339755,15,1.4084054,2.3256798,18.705782
3950075649695724032,182.06609381430664,18.693262149584537,-0.38266858592865316,-17.28021629770036,0.7757692516969379,0.43764532,0.24299382,1.0194876,0.81112856,0.46254656,16,1.3049835,1.4277458,19.382118
3950075752774942464,182.07375220891052,18.709903310273567,0.11964769056557512,-2.3632351668371205,-1.1857880397099374,0.2623081,0.16103959,0.95963454,0.0,-0.86763275,16,1.2306724,0.9765911,18.748507
3950075752774971264,182.06196670009598,18.710131358403302,1.1631343663540346,11.748084384853502,-10.684866628161034,0.6254593,0.3667229,1.0378281,1.228207,0.8736681,17,1.4226688,2.0595264,19.968197
3950077165819422976,182.08151372131255,18.71135176720161,3.5412419756887754,-11.923673851208145,-9.994636316644197,0.15756804,0.11056703,1.0325549,0.72729665,0.78782237,16,1.4400228,2.4946346,18.142834
3950077264603432960,182.08184480262986,18.726104257054168,0.7163934461159758,-10.217581627087911,-6.687291806948027,0.17019284,0.11580308,1.0641807,0.0,1.5179406,17,1.2832216,1.7973919,18.296318
3950077371977854336,182.10361525487352,18.744717751098356,4.077883990607701,-53.948441664470316,-49.00454094980544,0.08544257,0.05807423,1.1312053,1.4140879,2.9143274,17,1.4109056,2.4713202,16.875034
3950077612496023296,182.18583724524086,18.766823276432063,0.7224181961467883,-19.237536116409345,-6.0493593336072875,0.0672775,0.05724319,1.039996,0.5040154,0.9336232,16,1.2162559,1.0913563,16.447815
3950077779999512320,182.12444453563307,18.755795346064097,1.5587057002465892,-10.705935725790766,-17.611912774225146,0.624433,0.3451077,1.0412307,0.46683064,0.8982964,15,1.3625544,2.3385696,19.687328
3950077848718990592,182.1581357959903,18.76972327283706,0.8332095236152766,-10.690283979959277,-7.316997054743958,0.2753918,0.19982941,0.9866185,1.2536278e-15,-0.27465442,17,1.3095185,1.7789478,18.876566
3950077848718990720,182.1484835585412,18.773938597368687,0.5207125732765261,-10.783022297621283,-13.042843062713487,0.4069057,0.25692788,1.1388769,0.34000307,2.932099,16,1.2972002,1.8596878,19.176838
3950077883078729472,182.16119232077847,18.776309996899986,0.4917722319932981,-5.220510110582938,-5.305784078497595,0.18599626,0.15156507,1.0772823,1.4460622,1.7497351,17,1.2056422,0.974926,18.328316
3950077986157939328,182.0665073359368,18.730087927204693,0.18068553713503693,-2.67369535554944,-5.422629469463474,0.7405367,0.40469572,0.93709034,0.0,-1.2578596,17,1.2439426,1.2566204,20.08053
3950078020517679232,182.06674736501535,18.741135962352725,0.7092220458069592,1.3186317631527875,-7.8533473084400915,0.65694916,0.39652285,0.9799612,1.3770363e-15,-0.3826895,17,1.2301893,0.76315117,20.113163
3950078024812882816,182.0726790994112,18.743907226829325,1.182094672425735,8.176546886962079,-4.3525753456359695,0.0363,0.026734067,0.9880792,0.0,-0.23668107,16,1.2156341,1.0000925,15.3278885
3950078059172643328,182.0537838369916,18.745459738369217,-1.8447377735567327,-1.1226697739775828,-0.49492585767185615,0.99693936,0.7537096,1.0834528,1.7468864,1.5586562,14,1.1807728,0.81850624,20.418642
3950078093532361856,182.07063406654368,18.750579237371614,1.0062106160614348,-2.2548831650357766,-16.414985352033227,0.102174915,0.07357229,1.0553361,0.33814558,1.2245272,16,1.2954999,1.7098999,17.373173
3950078157956634624,182.0926764369679,18.759973231889298,1.8668732514027673,-36.31848062223873,16.649889917997278,0.37037706,0.20810862,0.999683,1.2492801,0.023406385,17,1.3648428,2.8345966,19.098003
3950078157956634880,182.09898411970332,18.762849271478288,1.5708967044737152,-13.973446695861451,-9.586561525123635,0.105171174,0.07321789,1.0546551,0.16894148,1.2551658,17,1.3131489,1.9312859,17.42787
3950078570273497216,182.11996606410244,18.783267928068987,1.4558871801620925,-20.958784959844067,-8.65252082370754,0.21828084,0.19589137,1.0761524,0.18238375,1.674983,17,1.3858297,2.2030697,18.524372
3950078918166081152,182.0789586255616,18.808581221884403,0.728746150605755,-1.9386856488649118,-5.177508465603229,0.26484454,0.18032834,1.0079265,1.268523e-15,0.20711625,17,1.308369,1.7447319,18.980854
3950079016950097408,182.09477740086683,18.813944717756023,0.2029589427957929,-3.8390696417663417,-6.649180000115361,0.4392762,0.23167148,0.98528254,0.18458672,-0.28610474,16,1.2626126,0.8943691,19.37726
3950079051309855232,182.11058169716597,18.836900683677236,0.5130427243595054,-20.474287806559072,-12.199226638718843,0.6450468,0.43264273,0.9141604,1.361153e-15,-1.7871298,16,1.3203512,2.1420937,19.792707
3950079120028832896,182.82910071884143,18.233430296324443,-0.14760788640281425,4.83056290368461,-6.147992858262381,0.28795403,0.17734344,1.0840418,0.9449648,1.8356253,17,1.3125718,1.3860168,18.8289
3950079296123817216,182.82227407621136,18.250259913493387,0.4912636859956684,-14.55865316658394,-8.124897492997889,0.10865044,0.076135695,1.0187451,0.0,0.46518278,17,1.2322092,1.1073284,17.557224
3950079326187283456,182.83298137288793,18.263906822601438,0.6560100733289467,-10.07160141724623,-9.299548465952414,0.57562524,0.35076478,1.0282798,0.432528,0.6409882,17,1.6144288,2.1647797,19.831255
3950079394906739968,182.80810332648952,18.250114581965697,0.6687813583668755,-15.476831308582659,-0.8171379692993961,0.16790517,0.11543368,1.0521625,1.178849,1.2196245,17,1.2410389,1.3997555,18.155823
3950079601065171200,182.81013549669694,18.272796065211946,0.7329812296573471,-6.694911242545948,-16.82816098089082,0.06354417,0.04482149,1.0585221,0.8129423,1.3410759,17,1.2166102,0.9085493,16.407492
3950079669784648192,182.86556883039935,18.275010398147124,0.432476082173836,-9.601194900963526,-6.665928880271323,0.10649667,0.07210735,0.98433065,0.0,-0.32677752,16,1.2160857,0.963953,17.55108
3950079772863863680,182.87201381085018,18.281973959324606,0.6600111194811678,-10.703876106570323,-4.91284891464052,0.16407757,0.10389559,0.9869864,0.0,-0.27864808,17,1.1769607,1.2418919,18.245102
3950079772863863936,182.8786535230523,18.28524245671104,0.5657840232078267,-3.2157669531824586,-9.244778346796727,0.4311091,0.23504566,0.97291607,0.0,-0.5760097,17,1.1372223,1.9288025,19.495699
3950079841583341184,182.86209123338762,18.28649206090129,0.15508117595600007,-13.04576937951714,-6.487810616820808,0.5301626,0.30576453,0.94809735,0.0,-1.1553612,17,1.3412521,1.4618168,19.916845
3950079875944899456,182.87286548870205,18.297545013985122,1.4531835494878418,1.9479072133754871,-2.685716940148082,1.2104192,0.6961763,0.9945204,0.58170265,-0.07527984,15,1.1825988,0.5900974,20.570536
3950080086397800448,182.8618020281328,18.309903317083297,1.2024988106031578,-30.642201434779256,-6.306311269084029,0.12469402,0.088861465,1.0985688,1.3201196,2.3240037,18,1.3452294,1.8576126,17.813074
3950080219540475648,182.7750442942544,18.272841189431997,-0.16570376987278435,-2.0090298428297038,-3.9684534232752875,0.90267026,0.6369748,1.0253065,0.26954225,0.5443669,18,1.2199254,0.79699135,20.536438
3950080253900213888,182.7633430667208,18.265965487948552,0.0041850007129870526,-3.893053486900521,-6.997095876363165,0.76007193,0.52247626,1.0587176,1.0138351,1.1993042,16,1.203626,0.9570141,20.245426
3950080288259939072,182.76202228289245,18.281337840786655,0.5503832761608576,-1.0115304610721785,-5.903059377837581,0.3595267,0.23739994,1.0228451,0.07090243,0.53100187,18,1.1799426,1.1467056,19.337446
3950080563137847680,182.75416095975544,18.2977091741002,0.5078781292573149,-2.147889014739528,-1.2841414267147606,0.6735241,0.63850224,0.9497072,0.0,-1.0247164,16,1.1579956,0.9390888,20.192629
3950080666217063296,182.7539549424295,18.304282486795973,0.020781014965154894,-3.0565385406599574,-6.398196849580163,0.84819204,0.6589833,1.1174836,1.3248143,2.2875433,16,1.4521294,1.8184719,20.481047
3950080838015756160,182.80810510167083,18.317767110485594,0.24681659635469283,-6.21828400516402,-2.020237282228101,0.59743005,0.38549876,0.9415527,0.0,-1.2151115,16,1.1697184,0.8345585,20.050795
3950080842312044288,182.81675626913258,18.316352136751394,-0.17008645056981747,-0.08477022385099238,0.11280482068086875,0.3435369,0.22212887,1.0090098,0.036614757,0.22613685,17,1.2170982,0.5783653,19.256426
3950080872375495424,182.83426967712106,18.321182509028827,0.2385593790106046,-2.01390885835144,-2.3549129457805558,0.8166796,0.4903256,0.99228096,0.0,-0.13122164,17,1.2447206,0.606369,20.422792
3950080906735234816,182.83781324840797,18.330739437484926,0.5507070674417301,-5.904980222315834,-4.845438644180982,0.6534699,0.3998983,0.98919964,2.5626992e-15,-0.20994127,16,1.2784091,1.4033756,20.175014
3950080941094982912,182.81941831872183,18.33296751900241,0.4762526215925411,-0.1334461002468059,-1.1871724912019643,0.57563615,0.34644055,0.9899775,0.13439585,-0.16627905,15,1.3507086,2.5039616,19.804216
3950081082830212608,182.78101014897686,18.323568096229355,1.5052470106988571,13.728332942117012,-27.011686576267813,0.07210159,0.05202453,1.0736197,1.4666835,1.6564364,17,1.2933791,1.7522631,16.605064
3950081112893675136,182.7846828373859,18.334490470496664,0.4808508630948803,-16.539008202291775,-5.636682714230064,0.825858,0.5479923,1.0166782,0.80725694,0.36970058,15,1.1003302,0.95617104,20.254581
3950081215972890880,182.80914944812,18.34641597783096,0.1058816392427283,-6.387690797485374,-1.3124988182433657,0.7850578,0.7643079,1.0458896,0.1115032,0.9398475,15,1.0807592,0.79239845,20.197851
3950081220269167488,182.80361315663777,18.354259936662512,0.4043370061575259,1.25847344866334,-5.20236733600133,0.07303905,0.05350265,0.99332577,0.0,-0.13159925,18,1.2005713,0.7766075,16.84765
3950081250332622336,182.81274796708365,18.365491670211135,-0.4748501085782818,-2.8713650657669763,-2.152706051065982,0.7068869,0.5018086,0.98699886,0.0,-0.22205621,17,1.0829347,0.48297882,20.170792
3950073278873776512,182.25697247920868,18.689577143117283,0.23517568905243463,2.5676106442303532,-4.178676107832946,1.5809882,1.1272564,1.0538996,0.45413557,0.90597343,13,1.2360907,1.0236149,20.642641
3950073386248202880,182.19952006637033,18.68246357971159,-0.07366912491209512,-0.7019880669432195,-1.765856146619243,0.11148016,0.10274,1.0741236,0.35260093,1.6802528,16,1.2122463,0.57037544,17.602385
3950073416312729088,182.21698405629922,18.68758375796833,0.44442059057529987,-6.562150368793131,-8.477188898544913,0.6656469,0.4495526,0.958187,0.0,-0.92337674,15,1.2247558,1.1916237,19.886545
3950073485032207616,182.25177014294454,18.695059170031943,-0.07166787056415264,-1.7942832511518365,-1.6806761341246008,0.7340845,0.53543293,1.0418195,0.91755617,0.94949496,15,1.2069204,0.75032043,20.109716
3950073656830891904,182.13595083932026,18.657936313312913,0.513375069007046,-3.7144344602426917,-0.4599644781739448,0.19069219,0.11801239,1.0153705,0.0,0.39276716,18,1.2473471,1.076704,18.396847
3950073725550371200,182.16901108081692,18.672789993152193,-0.663711338414496,-4.424062194914728,-10.382688209425963,1.0211096,0.7941628,0.8962072,0.0,-2.0147626,15,1.1812655,1.3003044,20.491192
3950073936003294592,182.11812312682906,18.67928043144471,0.8527556004262667,-4.921850008285382,-24.235642285245344,0.6638748,0.4018824,1.0771867,0.78931314,1.7575761,18,1.376383,1.963419,20.080902
3950073966068543104,182.12897656413375,18.68928603666488,2.9289435231164607,-50.65519714866817,-6.019477193160673,0.14759372,0.09880253,1.0174768,0.0,0.441923,18,1.4031461,2.3933716,18.000622
3950074034788020992,182.1668820271176,18.694453218908688,-0.46084836455954914,-6.923794541330241,-6.881917007226344,0.75157905,0.50633585,1.1081284,0.025042444,2.3151588,17,1.2848394,1.3122654,20.20449
3950074034788022016,182.15839642744353,18.70114236297983,1.5384279509715013,-16.587625385336057,-5.606021571095986,0.39911985,0.23563507,1.0077798,0.0,0.19919594,17,1.2805902,2.013689,19.098225
3950074176522185856,182.2019916484288,18.700212559156846,1.4275872897412862,-33.85406235241337,-29.26387818535782,0.12655313,0.10897295,0.96004385,0.0,-0.886261,16,1.332937,1.9979877,17.752415
3950074176522185984,182.20218850330446,18.70112993943155,1.2915021782872258,-34.52469300814361,-29.091637491851078,0.30031574,0.25310478,1.0773544,1.9942794,1.7579703,16,1.417736,2.2304,18.934023
3950081834450160128,182.93924840516848,18.336371243979983,1.2628770297005762,-5.039957291991508,-6.038224872469258,1.0614986,0.517967,1.1126803,1.9184781,2.1858373,12,1.6968992,2.1212578,20.419558
3950081937527389440,182.94738891945852,18.362514621954844,1.1158161682908196,20.4090471065466,-31.66068333356343,0.15679038,0.10046078,0.9427109,0.0,-1.3581743,16,1.421327,2.2452087,18.272001
3950082074966351744,182.96621152970354,18.37793897861483,1.7092949627257323,-2.836809463549506,-8.22948725873496,0.9188701,0.73428065,1.006112,0.3103018,0.15589237,15,1.2930338,0.5479698,20.604704
3950082109326080896,182.91596832704877,18.357862534764678,0.6018509285806065,-3.4216655319722897,-12.355902087360173,0.33948007,0.21281546,1.0573959,1.3971862,1.2402269,16,1.3392184,2.055996,19.26002
3950082113622684160,182.9211596400814,18.348924133107158,-0.23856381091311424,-1.8111524347326144,-1.1474771134791373,0.64279175,0.36306128,1.0161109,1.3109957e-15,0.37909576,15,1.0974681,0.640852,20.119917
3950082491579487872,182.8564366326834,18.364497560055675,8.814124197007501,-14.349094597488602,39.059384634180766,0.16600223,0.11588481,1.0330595,0.5855683,0.8102609,18,1.5564785,3.2857742,18.232716
3950082732097656064,182.8234075949227,18.365484448373223,0.546476156023159,-13.004650929236611,-1.0242008819987802,0.13760749,0.09931894,1.0289794,0.5251286,0.7036344,18,1.2082632,1.007246,17.924694
3950082830880590720,182.86513779546758,18.392605012802527,0.9212915521826684,-0.8511689744536278,-10.775658376867655,0.49978355,0.2907756,1.012167,1.2813496e-15,0.29938793,17,1.2329938,0.87558365,19.742586
3950082899600366848,182.85276370463896,18.398657061150963,0.07478945540464926,-16.471238061183836,-2.5331284385676467,0.21482418,0.14221108,1.028884,0.13744901,0.7211405,18,1.2222747,0.8660717,18.730732
