SOURCE_ID,ra,dec,parallax,pmra,pmdec,pmra_error,pmdec_error,ruwe,astrometric_excess_noise_sig,astrometric_gof_al,visibility_periods_used,phot_bp_rp_excess_factor,bp_rp,phot_g_mean_mag
3949794827554000640,182.67130795298365,18.083317827896348,-0.4299281154792974,-2.6011873871882227,-1.5285051999575159,0.30133584,0.28627455,1.038398,0.0,0.8863046,14,1.2190028,0.83810997,18.81658
3949794896273475968,182.72680225061515,18.07244659199894,-0.9736297000981478,-3.4085884977586054,-3.343846537314538,1.0430297,0.98870176,0.993663,0.0,-0.06938746,12,1.4717871,0.94555664,20.208008
3949795102431910656,182.74611158533273,18.104962338745302,-0.4294772136605456,-0.9016735118829898,-5.374935114039415,0.3658357,0.23172642,1.0543061,0.64981914,1.2073045,16,1.1714634,0.54976845,19.099886
3949795106727264768,182.75165234967764,18.104172999337628,0.5216983680109792,-4.311542011116122,-4.669699440176884,0.05910708,0.038596,1.1095223,1.7866724,2.4026499,16,1.1982126,0.7789755,15.795999
3949795205511124224,182.69098043680768,18.093637069825995,0.952016611714083,-5.890772764632183,-5.153630547567438,0.33393055,0.27564275,0.9411113,1.289235e-15,-1.2810714,15,1.2119102,0.88497734,19.02616
3949795209806479616,182.68675484752447,18.09391842963978,-0.08572190542972465,-1.572667483915541,-1.1507648130476247,0.35854888,0.28974324,1.0911565,0.97017354,2.0541282,14,1.2022511,0.92107964,19.004616
3949795274230602112,182.72482308821532,18.102576085945586,0.4218433342663001,-6.393461575236771,3.271982192326153,0.109453075,0.07157125,1.071474,1.1517847,1.6126597,16,1.2083021,0.8641186,17.098026
3949795342950079872,182.71750709426894,18.112956528560737,0.6545815990223779,-1.4542453989136623,-6.60467411724704,1.0205607,0.8539932,0.9657475,0.0,-0.6049873,13,1.2464923,1.7230778,20.15973
3949795347245433216,182.7174213334353,18.116030890965156,2.322703753529571,-21.849445262572683,12.791805301838682,0.030401997,0.018201532,0.99672425,0.0,-0.043884967,16,1.2312368,1.220459,14.242692
3949795377309818752,182.72575656060607,18.118011723090465,0.8504607694322891,-7.045517424635394,-6.416753032874749,0.39239147,0.22379369,0.9555969,0.0,-0.930598,16,1.3355683,2.323679,19.09431
3949795789626678144,182.78984461092313,18.106548123486945,0.9101880670126504,-4.865494026968856,1.8210501364397191,0.107543916,0.06529855,0.9515721,0.0,-1.0619999,16,1.2558758,1.4421215,17.163218
