# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Tue Apr  8 13:52:12 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Attention: photometry includes extinction of Av=0.062, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.00024632 -1.80000 10.04139 0.0900000036 1.0816895926    0.090 -3.198  3.4846  5.481    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.83e-17      0.00 7.485e-01 2.512e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 12.766 13.553 15.280 12.325
0.00024632 -1.80000 10.04139 0.0966816992 1.1427740260    0.097 -2.952  3.5207  5.410    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.91e-17      0.00 7.470e-01 2.527e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.681e-04 12.150 12.789 14.067 11.688
0.00024632 -1.80000 10.04139 0.1000000015 1.1711064122    0.100 -2.836  3.5377  5.377    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-16      0.00 7.462e-01 2.535e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 11.860 12.424 13.559 11.378
0.00024632 -1.80000 10.04139 0.1199999973 1.3193154249    0.120 -2.543  3.5686  5.287    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.36e-16      0.00 7.433e-01 2.564e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 11.129 11.560 12.496 10.606
0.00024632 -1.80000 10.04139 0.1400000006 1.4384526719    0.140 -2.360  3.5834  5.230    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.56e-16      0.00 7.413e-01 2.584e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.683e-04 10.671 11.048 11.909 10.132
0.00024632 -1.80000 10.04139 0.1599999964 1.5372931554    0.160 -2.217  3.5931  5.184    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.88e-16      0.00 7.400e-01 2.597e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 10.313 10.657 11.473 9.767
0.00024632 -1.80000 10.04139 0.2000000179 1.6938791367    0.200 -1.997  3.6055  5.110    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.88e-16      0.00 7.390e-01 2.607e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 9.762 10.066 10.828 9.207
0.00024632 -1.80000 10.04139 0.2500000000 1.8403257998    0.250 -1.794  3.6165  5.048    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-15      0.00 7.391e-01 2.606e-01 4.822e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 9.255 9.524 10.243 8.693
0.00024632 -1.80000 10.04139 0.3000000417 1.9529140366    0.300 -1.639  3.6255  5.008    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.65e-15      0.00 7.393e-01 2.605e-01 4.821e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 8.867 9.108 9.792 8.299
0.00024632 -1.80000 10.04139 0.3499999940 2.0434174644    0.350 -1.512  3.6336  4.980    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.12e-15      0.00 7.391e-01 2.606e-01 4.819e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 8.549 8.766 9.421 7.977
