# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Tue Apr  8 13:53:51 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Attention: photometry includes extinction of Av=0.062, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.00024632 -1.80000 10.07918 0.0900000036 1.0816895926    0.090 -3.197  3.4849  5.480    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.85e-17      0.00 7.483e-01 2.514e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.681e-04 12.762 13.548 15.270 12.321
0.00024632 -1.80000 10.07918 0.0963150933 1.1395663999    0.096 -2.964  3.5190  5.414    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.65e-17      0.00 7.467e-01 2.530e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 12.180 12.826 14.121 11.719
0.00024632 -1.80000 10.07918 0.1000000015 1.1711064122    0.100 -2.835  3.5378  5.377    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-16      0.00 7.458e-01 2.540e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.681e-04 11.858 12.422 13.555 11.376
0.00024632 -1.80000 10.07918 0.1199999973 1.3193154249    0.120 -2.543  3.5687  5.286    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.37e-16      0.00 7.427e-01 2.571e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.683e-04 11.126 11.558 12.493 10.603
0.00024632 -1.80000 10.07918 0.1400000006 1.4384526719    0.140 -2.359  3.5835  5.229    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.57e-16      0.00 7.405e-01 2.592e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.683e-04 10.667 11.043 11.904 10.128
0.00024632 -1.80000 10.07918 0.1599999964 1.5372931554    0.160 -2.215  3.5932  5.182    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.91e-16      0.00 7.391e-01 2.606e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 10.307 10.651 11.466 9.761
0.00024632 -1.80000 10.07918 0.2000000179 1.6938791367    0.200 -1.994  3.6056  5.107    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.96e-16      0.00 7.382e-01 2.615e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 9.755 10.059 10.821 9.200
0.00024632 -1.80000 10.07918 0.2500000000 1.8403257998    0.250 -1.792  3.6166  5.047    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.84e-16      0.00 7.384e-01 2.613e-01 4.822e-05 1.301e-05 1.180e-04 -1.000 2.681e-04 9.251 9.519 10.238 8.689
0.00024632 -1.80000 10.07918 0.3000000417 1.9529140366    0.300 -1.638  3.6256  5.007    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.66e-15      0.00 7.385e-01 2.612e-01 4.821e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 8.864 9.105 9.788 8.296
0.00024632 -1.80000 10.07918 0.3499999940 2.0434174644    0.350 -1.511  3.6337  4.980    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.12e-15      0.00 7.383e-01 2.614e-01 4.819e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 8.548 8.764 9.418 7.975
0.00024632 -1.80000 10.07918 0.4000000060 2.1185024399    0.400 -1.380  3.6434  4.946    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.79e-15      0.00 7.503e-01 2.494e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 8.220 8.408 9.029 7.644
0.00024632 -1.80000 10.07918 0.4500000477 2.1822809714    0.450 -1.219  3.6597  4.901    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.01e-15      0.00 7.506e-01 2.491e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 7.818 7.961 8.529 7.236
0.00024632 -1.80000 10.07918 0.5000000000 2.2374541529    0.500 -1.039  3.6799  4.848    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.12e-15      0.00 7.506e-01 2.491e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 7.367 7.462 7.970 6.785
0.00024632 -1.80000 10.07918 0.5500000715 2.2836583126    0.550 -0.831  3.7016  4.767    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-14      0.00 7.848e-01 2.151e-01 4.204e-05 1.135e-05 1.030e-04 -1.000 1.689e-04 6.847 6.902 7.354 6.273
0.00024632 -1.80000 10.07918 0.6000000238 2.3211213258    0.600 -0.621  3.7277  4.700    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-14      0.00 7.968e-01 2.030e-01 3.998e-05 1.080e-05 9.805e-05 -1.000 2.031e-04 6.322 6.349 6.741 5.775
0.00024632 -1.80000 10.07918 0.6089506149 2.3270853696    0.609 -0.582  3.7331  4.688    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-14      0.00 7.994e-01 2.004e-01 3.954e-05 1.068e-05 9.700e-05 -1.000 2.179e-04 6.224 6.247 6.627 5.684
0.00024632 -1.80000 10.07918 0.6199615002 2.3341512641    0.620 -0.533  3.7397  4.673    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.15e-14      0.00 8.028e-01 1.970e-01 3.898e-05 1.053e-05 9.565e-05 -1.000 2.313e-04 6.102 6.121 6.487 5.572
0.00024632 -1.80000 10.07918 0.6306081414 2.3407142734    0.630 -0.485  3.7460  4.659    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.42e-14      0.00 8.062e-01 1.936e-01 3.841e-05 1.038e-05 9.429e-05 -1.000 2.400e-04 5.983 6.001 6.354 5.465
0.00024632 -1.80000 10.07918 0.6404981613 2.3465866085    0.640 -0.440  3.7517  4.644    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-16      0.00 8.095e-01 1.902e-01 3.786e-05 1.023e-05 9.296e-05 -1.000 2.311e-04 5.871 5.889 6.230 5.366
0.00024632 -1.80000 10.07918 0.6496865749 2.3518585155    0.649 -0.399  3.7570  4.629    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1  -2.4e-14      0.00 8.128e-01 1.870e-01 3.732e-05 1.009e-05 9.170e-05 -1.000 2.029e-04 5.766 5.785 6.115 5.273
0.00024632 -1.80000 10.07918 0.6499999762 2.3520353107    0.650 -0.397  3.7572  4.628    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -3.02e-14      0.00 8.129e-01 1.869e-01 3.731e-05 1.009e-05 9.165e-05 -1.000 2.301e-04 5.762 5.781 6.110 5.270
0.00024632 -1.80000 10.07918 0.6562289596 2.3555089441    0.656 -0.368  3.7606  4.617    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -3.25e-14      0.00 8.156e-01 1.841e-01 3.685e-05 9.967e-06 9.057e-05 -1.000 2.455e-04 5.691 5.709 6.032 5.206
